studyLocusId,studyId,absEstimatedBeta,year,nSamples
c246468ae3e4148062dc2efde1b77e55,GCST90269785,0.622719243766729,2023,232365
96717914d7c3fa5863adcca5a329aa02,FINNGEN_R12_H7_MACULADEGEN,0.244270502471526,2024,476862
b3486bb5c49f6c3c78b681d3bf8515fe,GCST90432063,0.034710223686804376,2024,923205
e67cffffa31ff3b5ef64b004ef2d9e3b,GCST009716,0.0824146016335662,2019,346545
f935912c2fc76e06f85549018f90cd81,GCST90018855,0.13761250917457155,2021,568833
e0de38b38c3375ee3046e2616a7671c8,GCST90480069,0.030349587203207212,2024,609053
0c8bbf34d99a37341cff5b724c1d3d4a,FINNGEN_R12_N14_PROSTHYPERPLA,0.04551249848937396,2024,194710
f13787eae2d21d21e83e3b79a4cc8329,GCST90044346,0.08689525571353554,2021,454565
864bcaacc2b513c1b05e4db9dff7e0c0,GCST004412,0.7200811990320314,2016,2951
4c0acac645cabe6b28b43c73031d29a0,GCST90479953,0.3251592369958483,2024,571987
c2decfa0f478355f455fdd44b2d58035,GCST90239856,0.050531938710373626,2023,367903
36fb830c9aa59ae85182e218585e2686,GCST90492734,0.016348824172118134,2024,2535601
f315f30a94c166eb941c70f2c41deda3,GCST002245,0.16938450085664492,2013,54162
0425d3d9d0212842ea10f9079d0bf991,GCST012251,2.078850167056867,2021,4676
e7722c648494eafe694fbfc446cbf9be,GCST90258639,0.18062433309403791,2023,383935
e502da9efec47410c26d46966ccb3280,GCST90559230,0.02088902426779584,2025,1650345
f2ebe7919d15951b1d8533c6bb8ff056,GCST90503210,0.04042109126349454,2025,589624
698600ac8bf7745728913e572898aa72,GCST009337,0.059631272101039426,2019,135236
65225c528107bbb7f70159e8d8d3c5ad,GCST005042,0.2306861500538797,2017,110851
23c461257fefdf7058c8892eee4abb95,GCST004950,0.09982857411250871,2015,33832
0184e69c9120c2efc41c7354e1b94522,FINNGEN_R12_F5_ANOREX,0.6079708274072251,2024,487522
abd5f89c5d247d7f63bd9ddc96a027a7,FINNGEN_R12_I9_AF,0.05281261172853227,2024,316342
27efc16ac392592942f313b9ab8d11a8,GCST90436361,0.10602443481286655,2018,394746
edcfb6ae2fc666788bde7bbb7b6b1da4,GCST90132222,0.0590906702960909,2022,276020
71be58809d68db87f5990f74d4feb543,FINNGEN_R12_H7_BLEPHAROCHALASIS,0.07557299617013409,2024,466100
f239df28cbc1707573aebfc398085967,FINNGEN_R12_I9_CVD_HARD,0.046472800041405554,2024,500348
7f25e520be68bf3448aa18ed7b164896,FINNGEN_R12_L12_PSORIASIS,0.17795842978371157,2024,494941
38d4889e53b796a497be15a32f07316d,GCST90297795,0.048439149750715275,2024,1094060
47c89dfb46110de698285a689131a4bb,GCST007564,0.06385421339752939,2018,116538
f1eff3f25e8c87cc56fa299da061b875,GCST90274223,0.040165776752469344,2023,1279610
c47cf8e195bc28bc86675b16a01aa24f,GCST90044340,0.17247476789809002,2021,454565
decbf355d02277c04a0e15720cec601e,GCST90225499,0.10566602089546229,2023,117032
a6821f00c333c47c9cc9b4c4fa5bfe2b,GCST90000529,0.35778720828972027,2021,17685
8b8e4834f181dbfc613acb85646d9e00,GCST004521,0.15288762347617738,2017,17968
b6df526bf702950ce84e544c14fc511b,GCST010991,0.11242346972664044,2020,417508
5dd30ba9c8e22586b615b5981435d8b8,GCST001355,0.3931143754690672,2011,3967
a49c9dd337db810d7492e72a322b51c4,GCST010731,0.378715958719022,2020,4193
2902007e1963af58918894e492ee617d,GCST90435695,0.10771806053753655,2018,405600
50db3210a9bc92f2e2ef1877088645aa,GCST011102,0.07792534135491966,2020,58182
7f79a066f81e33c3b8695785bf73b271,GCST90399700,0.11473227244559703,2022,349359
adad4ff82ef661f69232791964490ab3,GCST90475970,0.12489264200803071,2024,437772
e7e76330310f1c047793192d41e60b8e,GCST90274714,0.039226428827903254,2023,726828
0ee4f01256160bb1abe44b2199f3d76a,FINNGEN_R12_T2D,0.09361537530271893,2024,486367
3787f2ec197a40216991203955161df7,FINNGEN_R12_M13_ARTHROPATHIES,0.023757069747233222,2024,500348
a75d3ff31897412df2d38a86c9f4cb4a,GCST90043629,0.042028190810557815,2021,453824
b01ceeba1496a7a9d02aa160e6cf3e38,GCST90044171,0.05843719632735907,2021,456348
1b0cc75d8091fcfec1039eef196f801d,GCST007995,0.08525008183650974,2019,327670
9dce12dd4e1f8869bfc2458b337f31bf,GCST90566800,0.02371246001175294,2025,1316500
79eacdca48b9c3412b6e88aeb87d8eb9,GCST90043616,0.07634744720246181,2021,207036
a015c128f12a370adb0f7ce08c4e0507,FINNGEN_R12_H7_GLAUCOMA_POAG,0.22585850859056622,2024,484589
f6c489a0521f83531dfcf71edcf6f442,GCST90018599,0.09009026389970708,2021,177558
ffe69ab2a314c24a248dfefcdcf51d1d,GCST006061,0.03767102879725779,2018,588190
be43637f4e09ba8a06099e563954ac33,GCST90449053,0.05326428134820034,2024,455258
e07a809267d36cea0c776d29613e0c3d,GCST008871,0.2176043861322635,2019,651138
77e5bc07ecaacda2110b3eab40e741e3,GCST90011766,0.10477023843017125,2021,216257
09cca4ca5c3392c7faf045a75e86ddbb,GCST90274713,0.045962414965949286,2023,944762
70d4745c61eaf580ad72132f81848642,FINNGEN_R12_J10_ASTHMACOPDKELA,0.04506566660115315,2024,468387
3851137e5e6cfd6735a2e655cff5b15d,GCST90018915,0.10339029267997568,2021,508073
3d88dc45bdbb2911bb31c7deac46efd7,GCST90310211,0.06837022321770986,2023,432017
282d0b75bc59ff886d8ecb9d42a4dd44,GCST004131,0.23548319211841998,2017,59957
d5ba47da9e6eb6a97b676d482da00beb,GCST90244168,0.1258511373523821,2024,121312
2d92fd0d32a306bef8135d30b6aa4e7c,FINNGEN_R12_E4_THYROID,0.07198016740955597,2024,500348
8420733ca0a288814af09b1425857408,GCST90134600,0.09010856348050243,2022,2085803
41292cbe51076851dbbfcc66b6b6d177,GCST90455677,0.08951513653492327,2024,1011521
a71d99943d711f9bf854ec112adc093d,GCST90479931,0.07024673302787336,2024,623613
d5ddda98c1b0280e0a57cf16821d8fdc,GCST90479868,0.10958319204638894,2024,626175
8932211d2d967942aa13e69a1692556f,FINNGEN_R12_I9_ANGINA,0.05438118381934668,2024,460759
d031b2e7922ac56870e77535788e2286,FINNGEN_R12_F5_DEMENTIA_INCLAVO,0.2221054363926154,2024,500348
27fd05eb6ad8bd6f84e0fa91932e683b,GCST90503485,0.08171761101279357,2025,82967
bae6a86231c7c0ca1c0252c06c5a1309,GCST90446795,0.2515613038555039,2023,22318
dac0617772cf57020e642599d4c8e26b,GCST90319327,0.02977675475870234,2023,1349887
3479e2e790a585ec51206899d642ca92,FINNGEN_R12_M13_OTHERJOINT,0.032226133615823764,2024,425983
fe00ef485306268b4d20780c2e3d56fb,GCST90018819,0.08004012256443616,2021,665111
e3dfc5df065e2f26eb5bceecbcd463a2,FINNGEN_R12_L12_DERMATITISECZEMA,0.041721527406208096,2024,500348
67bbd8127cd3a638a3b0e5551ee71624,GCST90432063,0.051675074977202605,2024,923205
be4d40fc3441125398da2abb1246de5f,FINNGEN_R12_C3_BASAL_CELL_CARCINOMA_EXALLC,0.06828378732987647,2024,405021
f11fc95abe8a783f4f85630c87f6581b,GCST90204167,0.08046285909636232,2022,494577
0b41349044a13e001c1cf4e7679e9d72,GCST90476145,0.07594171948348082,2024,435154
3287e9298416eb982fbfe232aee88c36,GCST90043616,0.04335527250081088,2021,207036
52194d83ae4688ac83a594bbaf105e2a,GCST006414,0.0405903904436979,2018,1030836
624e556e7633fe2c2b76e498a256245c,GCST90132906,0.07937009395182487,2022,595246
3a07c208a87bc425184a950d4cc4d446,GCST90274714,0.5783848186875946,2023,726828
c3d154f88b73af989f8a5800ac9021e4,GCST009337,0.060849643322585086,2019,135236
0e3b8e15ba15225b0eb350463c8cb99a,GCST90436081,0.8121434110870017,2018,406632
83156133722461a003ae4412fdc03188,GCST90244762,0.043772990614027604,2022,305098
17ecf4c90efce3b50b0f494cf9d80713,GCST004373,0.25919444194882785,2017,36792
b4778d964d996fd66062f7f9dc2a7846,FINNGEN_R12_I9_THROMBOTH,0.8936696377849371,2024,437539
c505d602d3adbecdbdc3555c4b93725c,FINNGEN_R12_ALLERG_ASTHMA,0.0928524973996416,2024,283740
565b12c53f57cd36f024bbbafb742968,GCST90044340,0.07335186743663015,2021,454565
9b1fed861561cfd37e42fba83ea4b508,GCST90042860,0.06136367316817362,2021,456348
be3d2dcaef2bbac3d4f5966d2d37a984,GCST90132906,0.029889237172104958,2022,595246
24d5d30c8bf2034a49c3f12f7f61aa5a,FINNGEN_R12_M13_ARTHTROSIS_COX_PRIM_ICD10,0.059846277358105916,2024,500348
e7f7e5a84aad71f498e13d8cccbbd8f9,GCST90274713,0.02514519259024327,2023,944762
7d326c57a7e34b2fee96f007329cb727,GCST90297847,0.13738328945855785,2023,653751
86272cb13753fe09567a65ba98ea59cb,GCST90429186,0.03752734257473449,2021,889018
4febfb66738e124b76fa8b18d43a80eb,GCST90131901,0.01977891073124984,2022,2365010
8bd53c931ea77283a58cfffad0e6f350,GCST90480165,0.25243216252415346,2024,623048
6e36cc33cece9117011f47cb3f277273,FINNGEN_R12_KELA_DIAB_INSUL_EXMORE,0.1021552203534714,2024,481036
2dd844c9af9b37252e6939c5ea1f72f3,FINNGEN_R12_PAIN,0.03887416732570559,2024,499362
8487b9f3334c512a0f7ab13aba885820,GCST90094908,0.12322851719235894,2021,137048
68ced1f09e408ca55e1dc34cc6a1a646,GCST90436690,0.173805010145188,2018,382554
c98c40de8007e8edb963e5f9abc5d36d,GCST90319327,0.02163703126436777,2023,1349887
8bf4989040aa99d200f80abebd585df2,FINNGEN_R12_E4_HYTHY_AI_STRICT,0.05643422429239183,2024,417391
18634bf5113bdd65e5baf3a5899c4e73,GCST90476197,0.0600038498443144,2024,399076
23682c382837b85ba906d2d1d7abbc04,FINNGEN_R12_FG_OTHHEART,0.07242590951259543,2024,358879
0ce70b7442301abf2dd2f57396bb0933,FINNGEN_R12_AB1_GASTROENTERITIS_NOS,0.054776241084465084,2024,484289
390dd926cb66d07285678e0122b3b385,GCST012355,0.16285085845554534,2021,136610
8faeaaf4b30f49a8f2d45d98767e9bf8,GCST90044364,0.08593299310001891,2021,455449
a815d7a1e6da63200ffea8631f0e3bad,GCST90480379,0.05939141226407349,2024,613700
666fd44e8d60640105ed29e277f9089b,GCST007044,0.2747075514364032,2018,87740
47990e9fbe989ef1b89ce4952f67b68c,GCST90399690,0.04864682656155394,2022,526585
a3d31d6e66e297bf751764c9c65af740,FINNGEN_R12_SPONDYLOPATHY_FG,0.11082372066353827,2024,380634
a326ffc1cc5378877921710d7dc9ff97,GCST90038664,0.06188918161541611,2021,484598
373eb335ef6514a8b99298f7ec48ad56,GCST90435754,0.0649986016994075,2018,408878
a011fe0d9ed896086bc8ea629bf1938f,FINNGEN_R12_KELA_DIAB_INSUL_EXMORE,0.034901138865768004,2024,481036
253b8ab96dd6205bae3fd2c7b2ccd902,GCST90476133,0.1054251635012281,2024,436601
480fe1e079ed4f67e2ac2776ea832346,GCST010555,0.040109317199509234,2020,1114458
be5ad898a125d01a9f1689288d361747,GCST90428894,0.11487093968326997,2023,397323
15072fe4110301d29534b6a8592cfb24,GCST010555,0.04112529584360124,2020,1114458
78105a3e60ea0fc372ee0c0179ec67f0,FINNGEN_R12_I9_CORATHER,0.03329094590989384,2024,479478
300acd3d42fe7c959c19177011f301cf,FINNGEN_R12_E4_THYROID,0.1840078761006385,2024,500348
d56510064959e16573033e7a1cda1362,GCST90476377,0.3475871683855518,2024,3547
0c928c049cc8b348235518f131c59773,FINNGEN_R12_J10_ASTHMA_MAIN_EXMORE,0.045696997779571556,2024,307139
d963a64caaf2605b2e7fada8271c919e,GCST011365,0.030759982814118948,2021,639221
a316eacb130298070793a760938e2b3b,GCST90301252,0.14135559201164175,2024,58343
65c53497c8ad4a61c98aa3ad305b4c58,GCST010557,0.2633273957824203,2020,1407282
4d6576af93f06b110534c011b3478abc,GCST007209,0.06530693161916643,2018,764012
49846da5b5cb2f57b11c4474ed6d86ed,GCST009717,0.035635241144109216,2019,323807
fce8e572091d024bab10ce2bb8cdbd6c,GCST005195,0.02820842981985343,2017,547261
d5070db7e5105bd62708696590a11a18,FINNGEN_R12_T2D,0.02639305327624783,2024,486367
fa0d4134db49e6e76d8a6624080d1898,FINNGEN_R12_L12_PSORIASIS,0.08139696397313656,2024,494941
093fcc156f47f5fae139a399a7ef9a8b,GCST006984,0.6334411662568914,2018,2569
aa38f88f943ab1fb3d954530072ee356,GCST90435754,0.10998292293749423,2018,408878
f603d2f0b06f45e0d88239489cab5c1a,GCST90245778,0.0687195580776765,2023,205960
9b7d2a86d5af2a52ebb1dbff634ae645,GCST002944,0.22993846432405032,2015,15512
6133e71a59339f8cef6e5bd2eadc8f58,FINNGEN_R12_K11_CHOLELITH,0.06112441261066596,2024,487252
db0618b09d0b517b0ff4578b8f0fdbec,FINNGEN_R12_CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC_EXALLC,0.8324475224256637,2024,388709
fbd8a051808378a25b92e1271ffb1426,GCST90446793,0.2519747540641641,2023,22828
0908892e1da905d2b83325ff5bc1a895,GCST012464,0.07378729409979597,2021,475038
d41f70d7fa003cc21fe3fea38ae9d362,GCST009875,0.16919137939886508,2018,28978
519c50d6ec708f571d03036796bc85ff,FINNGEN_R12_J10_INFLUPNEU,0.02954872105235448,2024,500348
ec0f69ba4072dca0582575aa11004607,GCST010043,0.06556699740128372,2020,536345
2930a78a8b15231bb617fdd50a261710,GCST007612,0.04818124237466276,2019,243223
f486258809c6dedd903efbd0eb8bf2d4,GCST90018706,0.04967344074948051,2021,177415
9dfb153872885370cb536123dda7da6b,FINNGEN_R12_E4_LIPOPROT,0.04912631482950949,2024,479432
206976e46e0efafe8a554ab6901f92da,GCST90436690,0.14663010066741075,2018,382554
af2a1e4aa7ffc75d049277a90aa0d4a8,GCST90292538,0.04712740264796679,2023,398668
85eb60810a1f623585e58e2d9935fb2e,GCST90475737,0.17140849711216047,2024,118600
162f977f9c2304d289ab03279ca90bbc,GCST90455676,0.04863017785160115,2024,2206883
6dd4586fe575956dbca7ad0abe963f97,GCST011049,0.04032368073357359,2021,234253
d842bbafdcdc3be020913dd006241e01,GCST90269903,0.05034311308594517,2023,593648
bb840e90c43dac1ea48bcdcd66d588ec,GCST90566796,0.10069411805264533,2025,725493
63ff954df88a14346447d5e9d5e1b1d3,GCST90000032,0.24599068451963432,2020,585140
aedaee581275c417aaebb5c6b16a432b,GCST90399725,0.09054226500610765,2022,1172905
eeab0537f76f6a8d641a97e7db820041,GCST90492734,0.015125300050244109,2024,2535601
96ce57c5cb94f5f433b93893d8c22462,GCST90018714,0.11623143209736522,2021,80208
056b5ace2fcb24bccb81af82cc2e0eb7,FINNGEN_R12_K11_APPENDACUT,0.08699187041206062,2024,497357
5f2e2ec6cd01b269ed1c7d8ef56c7edb,GCST001147,0.23478301981381725,2011,7240
55bd0d0f3867f78829e8b764dd330022,GCST003252,0.3594454660109315,2015,3710
7e6d12b4a759e7d1a66da6403577edaf,GCST90000514,0.026824055606414304,2021,602604
f838e68e34345f30bb8baab954203aac,FINNGEN_R12_CD2_BENIGN_MENINGES,0.2024031064694315,2024,500348
45b313a9a19c9db223dce82b7b3de85d,GCST90475908,0.035218089459644636,2024,399289
ec5120178dfe2f6f390d5e316c26707c,GCST90270940,0.07117931312159863,2023,718496
a95af6961c5d9a8738977c56b3e9df53,GCST90296698,0.06653071334334977,2024,177979
2dd7f8bc56a22659307e6a647fb2dfc0,GCST009337,0.06153167203035634,2019,135236
67f15203e0c36264ebb7e1c916a191b1,FINNGEN_R12_C3_RECTUM_EXALLC,0.17142194314290254,2024,383593
8feb2fc8bc696f9aa07197d932edcd0a,GCST90455676,0.030189913871310512,2024,2206883
1e5b326499657674af71292fffe3e147,GCST90027158,0.04406797042093375,2022,487511
b0e26f55a88d100e6d9467ce0995ca9a,GCST90476010,0.24906948957668715,2024,444030
da2f44a766199c369f909ebc8b20efc9,GCST006926,1.28482850872,2018,613790
2602fd386fdc6667d13850469de1029d,GCST90479766,0.20721253998757716,2024,599322
5f07b3c0e198981200773bd68a3e0afd,FINNGEN_R12_APPENDACUT_COMPLIC,0.08329804949145972,2024,467345
09ec6d59f6528efa1f04ccdadbf5bb58,GCST009599,0.3065212832953136,2019,395044
193341c93addde141a07968e4d8a62aa,GCST90137412,0.5000835700707893,2022,294294
9d9ae2ebde7092909f7bc48592e3630a,GCST90274866,0.02374236719811358,2023,916696
80c35ae167687319b4349e5f77e0b5fa,FINNGEN_R12_L12_LICHENSCLERATROPH,0.13815931931467032,2024,469461
e5df3ad27a4720d728b05fd65f50d4c9,FINNGEN_R12_C3_RECTUM_EXALLC,0.24992376697337806,2024,383593
fe0dbc271a75f23715a0062d86cd61ed,FINNGEN_R12_ASTHMA_ACUTE_RESPIRATORY_INFECTIONS,0.10985877223189561,2024,464009
f9f7fdf58eade9fd273f6f49bb9386ea,GCST010555,0.07451337900845194,2020,1114458
c651838c592eae1e04015b53f410d073,GCST009876,0.18719751296669646,2018,25785
b6af83d76854a31241db55a859a86bb2,GCST000879,0.20553807830896975,2010,21389
de3b4669b6c1abba2f1f6d470223d162,GCST90296699,0.06989763055677896,2024,142269
1b44b8b9f6e1861bd9633e2faf4ccdc4,GCST90134404,0.03553673972423388,2022,1011368
93bb9407c29d4a00b19bac1ddddaa773,FINNGEN_R12_J10_ASTHMACOPDKELA,0.0762220122285152,2024,468387
452d5c65d54050a169c3056158f2053c,FINNGEN_R12_PAIN,0.02406769507048594,2024,499362
48517ad95b398c3ba33326a0eb6ad605,GCST90131901,0.013399647634884283,2022,2365010
8589adc17577c6e82eea3978ea7a4620,GCST90475944,0.22670090409901064,2024,447635
bfc90c7f516c262567269bc5ae8d6b65,FINNGEN_R12_M13_SPONDYLOPATHY,0.04442208178320802,2024,405689
3e65133e7c723a25cfbc7c210c85ba04,GCST90131901,0.03829426436721347,2022,2365010
416f2546238f47df35b11ad75d2910ac,FINNGEN_R12_H7_GLAUCOMA,0.05737466427310852,2024,500348
9fa81ef045a808d74708f9311c4a4dc7,GCST007319,0.09732740841268601,2019,79145
d868f93bfc77777ee306fa9003bee81c,GCST90274714,0.074516719811997,2023,726828
acef7941a2789945ccc5c2c126726aaa,FINNGEN_R12_H7_GLAUCOMA_NTG,0.15203161864695858,2024,476695
18c6c87ea62f0cdb469867a337eba833,FINNGEN_R12_N14_URINOTH,0.0494964384267817,2024,500348
4854816ededf79c6fdbeca8723259c3b,GCST90492734,0.03039199370402498,2024,2535601
a2322cda44ac454e7877335715b02982,GCST90274713,0.04678340986221203,2023,944762
979c9a37ecf077fb9f1887e63384a561,GCST90503109,0.0803521183098172,2025,451435
002ddebed3b2d7a48d5d1f647831b591,GCST90310211,0.06160078705315005,2023,432017
0afb298de79e053f62e8b8d7169b0c31,GCST90269789,0.09531232060009945,2023,209643
99b8f71a67a07f208bfbeb2635da9b18,GCST90566799,0.028731770444548464,2025,1294321
35b1e04286b8d7a18e588990cea656b7,GCST90019017,0.3181612544253633,2021,48471
5c40e949a7b4b8410edf614dbcd2c57e,GCST90131901,0.01734171074028084,2022,2365010
a03756187cff794185244a834546aa4e,GCST90399686,0.03706981605640669,2022,1376071
51b028b49f7fc9196496da7e2d2f2500,GCST90018695,0.0743296691645044,2021,165047
e9239f4b8c7b9e5a0e06a11af9c896d7,GCST007839,0.1614495328994774,2019,461106
11a44df29f80f6fd9690bdb4919088fc,GCST90134330,0.14168235361159828,2022,371591
e93a504308991c388d2daa91ec0c29b4,GCST90204201,0.022524024513238334,2023,2339188
8cafe7c7a0959a0125c6c0517249fa50,GCST90476165,0.08137270199556569,2024,401417
ef36ad0180a720459e6623512bc4a50d,FINNGEN_R12_RX_CROHN_1STLINE,0.0331831182451513,2024,500348
ac04b1a8c11835a88a3738eb9b07a02f,GCST90275371,0.2429019822561985,2023,96462
35bc5be2af95d266c9c4e3c66b8aa8ad,GCST90480546,0.06734620327118376,2024,567064
2e25d95ba101a99162f1be6deac9469c,FINNGEN_R12_C3_BREAST_ERPLUS_EXALLC,0.06637152511342075,2024,236245
4c80061c5c77784caf903324187e7a9b,GCST90492734,0.017607538041100403,2024,2535601
dc78c8426a29e5d9ae6149c52431a145,FINNGEN_R12_K11_UMBHER,0.0792421296203212,2024,438600
234a6a5a75b051b4296c8d2a768aaef1,FINNGEN_R12_M13_SPINSTENOSIS,0.050989405558717046,2024,379314
1dc7bf4e1b7a216df2e1591f694ecaf3,FINNGEN_R12_T2D_WIDE,0.041831469399166404,2024,460679
b28fcf04fc44d3084312ea613cdc43fb,GCST90301303,0.03049449459491958,2023,644188
4ecd024e29d205a22ee8281316407dd0,FINNGEN_R12_I9_MI_STRICT,0.052310716849531334,2024,447837
6e239b4d02309758df99ef7bc2bc583d,GCST90479924,0.051005443161982196,2024,592786
a14decbbe451e140bf0616a9f1913e12,GCST90503210,0.042740778072818654,2025,589624
3a6bcc69e3914bb5b4d55def37e0d92b,GCST90565218,0.032459811397493925,2024,533348
0cd46fe51fe394547834966c6e22e46c,FINNGEN_R12_T2D_WIDE,0.039912036544110394,2024,460679
94e35701b31dd70babdbe8cae4dfaa9b,FINNGEN_R12_J10_UPPERDIS,0.11003351062232403,2024,500348
9f5ec46b2a63d88c130d330160026da4,GCST001942,0.18387848490620734,2013,22548
a7e6152ec9b5cf1396dbc676cead51d9,FINNGEN_R12_N14_MESNRUIRREG,0.05461508020662575,2024,180280
21369d4955af933d9b9d46bec7313b23,GCST90475880,0.048033862944158075,2024,398816
25de9de60a051ba77aa910af0d26e2a1,GCST90432175,0.05656003330408757,2023,640268
dffe339feafcfbde38ad18ad8d7d23e7,FINNGEN_R12_SLEEP,0.04106513189733627,2024,495270
66ba33d77d8947aa5c7d1c9147a4f092,FINNGEN_R12_I9_HYPTENSESS,0.05018292235941099,2024,478149
93f9a1794b2948d56a0506babfd6432a,GCST90038633,0.06719265991617045,2021,484598
46b6bead028e8acd651a76643053b19e,FINNGEN_R12_I9_CVD_HARD,0.07457025119832124,2024,500348
a265e974e4df54288866da705f1b0696,FINNGEN_R12_M13_ARTHROSIS_INCLAVO,0.03464193893603566,2024,500348
a378e9ef381c989795a3b7cffa4f2a5e,GCST90043616,0.05193355826274029,2021,207036
53a9e921777e4a72c4102cda9f9b1ece,GCST90428574,0.41748938520345136,2023,482378
57b55f364748721daa40772005921acc,GCST90011767,0.13363724922652803,2021,192702
72ebfe9b9f3f67d23b999fe5bf702c4d,GCST90480132,0.020771300904503916,2024,602192
51f7280d7131ae82ca7209ad574356cd,GCST90480132,0.06890730782361247,2024,602192
945eb3bc9f2a0b07274682381dfc73bf,GCST90479971,0.07234464209906809,2024,624526
53b227b9f288907bad1251e82b8967b9,GCST90131902,0.019197171335140456,2022,1216033
88ac5225a95548a0d2078aeede0b9720,GCST011364,0.11029408958127253,2021,471717
6f99a1479e57b1c3e3e5318066d05e54,FINNGEN_R12_T2D_WIDE,0.06014346735218716,2024,460679
fd4b646917ab8c95531e2394948d0f97,FINNGEN_R12_K11_APPENDACUT,0.07613104292447898,2024,497357
6b1812716f3d6e1151cd9e1ffad478d0,GCST90476202,0.043072146634924695,2024,397744
ca4c3ca8571d68e5980595e5436c1183,GCST90162544,0.12208862878526348,2022,1241207
a44c38a2f01e2272f97ac560a2562730,FINNGEN_R12_E4_OBESITY,0.04860917849662056,2024,500192
ed2cecdd634d8601e9663d0468129ba5,GCST90274714,0.028356295693560706,2023,726828
6daddad9d8d0853f439c82ad96db5a49,GCST90479955,0.03370024710701679,2024,575115
785dbb820da2b67dca8fb9d94c37d66b,FINNGEN_R12_I9_PHLETHROM,0.5751166933409495,2024,441973
a9faeb8988d8737bd4918172be3f4506,GCST90436691,0.13816021354494365,2018,382214
